Sentence,Source,label
طالبنا محامو تيران وصنافير بالطعن في اتفاق الخيانة الذي يمفتضاه حصلت أثيوبيا على موافقة مصر ببناء سد النهضة..... https://t.co/2wQ3VoxFgo,Tweet,Neutral
صغير جدا ورح ارجعه خذوا اكبر من مقاسكم بنمره,Shein,Neutral
قماشه حلو وكل شي حلو بس ياليت فيه جيب مكن جطعة لايك,Shein,Neutral
بعد التحديث الجديد صار ما يفتح معي وتغير طريقه الدخول على التطبيق ونرجوا منك إضافة بصمة,Companies,Polite
اقتراح الاستدعاء الصافي سعيد,Youtube,Neutral
جبت اثنين,Youtube,Neutral
خرط,Youtube,Impolite
هنالك مشكة و هي انه لا يمكن فتح حساب اضافي من التطبيق او من الموقع . ارجو اصلاح المشكلة,Companies,Polite
صهيب رجع من فلسطين يسسسس,Youtube,Neutral
روعه مريحة جداً خاااصه للحامل خطو اكثر من مقاسكم برقم,Shein,Neutral
مشكلة في البرنامج لايقبل الدخول كل ماتسوي دخول يطلعك برى تكلمت مع الدعم الفني قالو طف الجهاز وعيد شغله طفيته وشغلته قعد شوي رجعت نفس المشكله ارجو حل المشكله في أجهزة الاندرويد,Companies,Neutral
واخيرا تحققت العدالة الاجتماعية اول مطالب ثورة 25 يناير #الكل_بيشحت 😂😂,Tweet,Neutral
#قناه_الخنزيره_تحتضرالحمدلله جاءت أزمة #قطر لتكشف للشعب الخليجي أن هذة القناة آفة الإعلام وان من يديرها انجس خلق الله على أرضه . حمى الله الخليج من شرورهم,Tweet,Impolite
لن يصبح ذلك ما دمنا مسلمين,Youtube,Neutral
مهرطق صعلوك رويبضه,Youtube,Impolite
حلوه وكلها مافيها لمعه الا الثالثه او الثانيه اتوقع فيها قلتر,Shein,Neutral
جبتها لانه زر البنطلون انخلع صعبة التركيب بس تفي بالغرض,Shein,Neutral
… مقال لجمال خاشقجي مليء بالتفاؤل في مساحة امتلأت بالتشاؤم الخلطة الأردنية - المغربية لعلاج الربيع العربي,Tweet,Neutral
"خامتة طرية جدا لكن لا يناسب لخروج ،بيتى افضل",Shein,Neutral
بس لازم يعرف ان مب كل المشهدات كملو المقطع + مب الكل شافه مره وحده واتوقع ((الي كمله)) شافه على الاقل ب ثلاث جلسات,Youtube,Neutral
بعد اعتراف وزير خارجية قطر حول كيفتامروا مع السعوديه لتنفيذ هذا المشروعالاميكي واحد يكلمني عن الربيع العربي اكسر لقفه ماعاد الا الخوانه يقدسونه لانهمكانوا اداة من ادواته وقدنا بين اكسر القافهمبدون مايذكروه,Tweet,Impolite
يا اخي صهيب شنو الشبشب الابسا او النعال الابسة😂😂😂😂😂,Youtube,Neutral
هذا الرجل يمثلني انا ما عندي وقت اقضي ٣ ساعات من وقتي على كثرة القرقر,Youtube,Neutral
ولايستحق ولا نجمة,Companies,Impolite
اشتهي اشوف انجاز عربي من بعد ما يسمى الثورة لعربيه الكبرى على دولة الخلافه  بتكون متحمس تسمع بتتفاجئ  بجنود امريكان وبريطانيا,Youtube,Neutral
الطموح واستشراف المستقبل وسباق الزمن والخطوات الواثبة الواثقهتحتاج رجل كأنت دام سموككلنا بك سمو#ولي_العهد_السعودي #نيوم_وجهة_المستقبل٠ https://t.co/REdlLnYCEq,Tweet,Polite
والله انك كذوب منافق يتكلم عن قلب الانظمه وهذا من اعدافهم شفتم الكذوب المنافق احس والله انه غير سوي,Youtube,Impolite
التطبيق لا يقبل التحديث نهائياا,Companies,Neutral
مرا حلو اللون وجميل شكراً شي ان بليز لايك,Shein,Polite
حلو بس البطن واسع,Shein,Neutral
شكرا على الحلقة الرائعة,Youtube,Polite
جممييييل مره وفخم وناعم لكن القماش شيفون خفييف مو زي الصوره ابداً,Shein,Neutral
"لقاء ممتع 


الاسئلة المطروحة شيقة ومهمة والاجمل منها كانت الاجابات واضحه وصريحة",Youtube,Polite
لاحبيبي الحق انك اتدافع عن وطنك مب العكس علي مااعتقد جفت نتيجه الربيع العربي وجفت التدمير,Tweet,Polite
اسرع 7 انطلاقات محمد صلاح مع ليفربول 2018 ● سرعة جنونية ● Salah CRAZY Speed:,Tweet,Neutral
فلين خفيف انا خذتها توقعتها الشباصه طلعت فلينه خفيفه وتنقطع بسرعه,Shein,Neutral
مقاس مظبوطالخامة حلوة وخفيفةالون كنت خايفة منه بس على الطبيعة طلع تحفه واحلى من الصورة,Shein,Neutral
هدف فهد المولد على منتخب اليابان | تصفيات كأس العالم 2018 https://t.co/77CAkQx04t,Tweet,Neutral
جميل جدا جدا والمقاس تمام,Shein,Neutral
هههههههه #تنظيم_الحمدين و#يتيم_المجد خربوا على #خلايا_عزمي مقاطعه ولا حصار 😂😂 #قطر,Tweet,Neutral
بعد التحديث لا يقبل الدخول ندخل رقم البطاقة والرقم السري الصحيحه ولا يقبل الدخول شوفوا حل جزاكم الله خير,Companies,Polite
الحلقه تافها,Youtube,Impolite
رجعوه مثل اول الان مره سيء ويطلبني ادخل رقم البطاقه على كل مره . الاول افضل يطلب اسم المستخدم وكلمة المرور,Companies,Neutral
خيمه مو تنوره ه,Shein,Neutral
ممتاز بس صغير,Shein,Neutral
يجنن الكعب حلو وراقي ومقاسه مضبوط. مريح بالمشي شكرا شي أن لايك بليز 👍,Shein,Polite
حلو ويمسك البطن عدل واذا تبونه حيل يشد البطن مع الخصر اخذوا اصغر من مقاسكم عشان تبين النايجه عدل والبسوه وانتم تسون رياضه راح تشوفون المنطقه شلون تعرق ويبين المفعول اسرع انصح فيه بنات حيل حلو وحبيت الكـولـتي,Shein,Neutral
تغير للاسوأ,Companies,Neutral
البدايه كان ممتاز الان كل نهايت الشهر لازم نروح البنك من شان نشوف ليش مايقبل الدخول طيب والذي مشغول وعنده حاله طارئه ايش يسوي استغفرالله العضيم,Companies,Neutral
لا انصح به,Companies,Neutral
اللهُم رد كيد اسرائيل و اعوانها و اسيادهم في نحورهم و اجعل يامنتقم ياجبار تدبيرهم تدميراً عليهم في كل مايملكونه,Youtube,Neutral
8.5 مليون جنيه غرامة تزوير رخصة قيادة «كايتا» زميل محمد صلاح المستقبلي https://t.co/vY7XolFu,Tweet,Neutral
يخي عدلو تسجيل الدخول له اكثر من اسبوع مو راضي يفتح خافو الله فأنفسكم,Companies,Neutral
" 1"" اغنية رائعة لإفتتاح #منتدي_شباب_العالم بحلم بالدنيا اللى مفيهاش كره وغل #شرم_الشيخ https://t.co/BYc36P9sVJ",Tweet,Neutral
حلو مره,Shein,Polite
ليتني ماحدثت 😭 نصيحة لاتحدثوون,Companies,Neutral
طب ما تقول ابنه المتحول لأنه مش بنت أصلا 😂,Youtube,Neutral
حوار ممتع ومفيد جدا جدا يعطيكم الف عافية,Youtube,Polite
نفع الله بك ونفعك بالحق وبارك في جهدك وعلمك وعملك,Youtube,Polite
مشروع فاشل ومشروع الي فكر فيه كمان عقليته لازم تتحدث جدا… لانه سبب زحمه بالشوارع والمسارات وضيق الشارع لشدة ايام الدوام قاعدين نواجه صعوبه بالتنقل وهذا يضر المواطن من ناحية دوامه وتاخيره ومدارس والخ…,Youtube,Impolite
فية مشكلة من ثلاثة أيام,Companies,Neutral
لم يصلني بعد,Shein,Neutral
اخدته عشان مكياج العيد متمحسه بالمره,Shein,Neutral
محمد_صلاح_افضل_قدم_يسري_في_العالم 🤑🤑🇪🇬🇪🇬,Tweet,Neutral
طلب زبونة حلو ماشاءاله,Shein,Polite
زباللللهههه,Companies,Impolite
مو حلو,Shein,Neutral
الدعيع ثقيله شويا ناعم ومريح المقاس حلو,Shein,Neutral
النائب حققك تحصله لبناني ولا اجنبي هاذا من العينات الي يحط اجنبي ع الموضفين وسبحان الله نطق يقول اصدق نائبي,Youtube,Neutral
الإدخار يؤدي رفع في رأسمال يودي إلى تزايد الإستتمارات يؤدي إلى تزايد فرص الشغل يؤدي إلى الغنى,Youtube,Neutral
حلو كتير وشبه الصوره بالضبط,Shein,Neutral
التطبيق لا يعمل هذا استهتار,Companies,Neutral
حلوة بس غامقة,Shein,Neutral
لون الكتابه سيء مع التحديث,Companies,Neutral
مشعان الجبوري يهاجم ولي العهد السعودي - الأخبار: https://t.co/eRyS9RxoF,Tweet,Neutral
ياليت فيه نص نجمه,Companies,Neutral
"قام السيد الرئيس/ عبد الفتاح السيسي صباح اليوم بزيارة النقيب/ محمد الحايس، الذي يتلقى العلاج بمستشفى الجلاء العسكري #محمد_الحايس https://t.co/KCE1E3iCQm",Tweet,Neutral
اذا فتحت التطبيق يتحول الى الوضع الافقي اجباري,Companies,Neutral
النصر 🤡,Youtube,Neutral
تطبيق وتحديث بعد سيء للغايه من يوم الراتب حتى اليوم معلق,Companies,Neutral
"أنت تقول ما في قيام دولة فلسطينية وانما الإبادة أو التهجير ، اذن لماذا المقاومة ، كان الوضع قبل عملية ٧ أكتوبر أفضل ، لا كانت الإبادة موجودة ولا التهجير مطروح وانما كان التعايش هو الواقع وعدد كبير من العمال الفلسطينيين يعملون في إسرائيل وحياة الناس ماشية ، والمقاومة هي التي جاءت بالكارثة على غزة وعلى الضفة ، ولم تطرح أي شيء كحل الا استمرار المقاومة وهذا يزيد الوضع سوء والناس تعبت وغزة انتهت بعد انتهاء الحرب لن تجدوا شعب غزة ،الجوع والمرض والموت فقط . كلامك لا هو حقيقي ولاهو واقعي .",Youtube,Neutral
